g,t,b,e,att,n_g,n_g_valid,n_c,t_label,cohort
135,180,128,45,0.015899490766280576,2,2,39,2026-06-20,C6
135,181,129,46,0.013692741856064665,2,2,39,2026-06-27,C6
135,182,130,47,0.031035235784311492,2,2,39,2026-07-04,C6
135,183,131,48,0.029757787551762914,2,2,39,2026-07-11,C6
135,184,132,49,0.01793988897180595,2,2,39,2026-07-18,C6
135,185,133,50,0.007432837461778016,2,2,39,2026-07-25,C6
135,186,134,51,0.01791426960957082,2,2,39,2026-08-01,C6
135,187,83,52,-0.021789446590001094,2,2,39,2026-08-08,C6
135,188,84,53,0.01405260661867528,2,2,39,2026-08-15,C6
135,189,85,54,0.015245133628896478,2,2,39,2026-08-22,C6
135,190,86,55,0.0215458207544868,2,2,39,2026-08-29,C6
135,191,87,56,5.914705702149414e-05,2,2,39,2026-09-05,C6
