g,t,b,e,att,k,n_g,n_g_valid,n_c,t_label,cohort
108,179,75,71,0.016714406240435936,2,196,196,103,2025-06-07,C1
108,180,76,72,0.03285529459738431,2,196,196,103,2025-06-14,C1
108,181,77,73,0.012920114824301126,2,196,196,103,2025-06-21,C1
108,182,78,74,0.019245813050595233,2,196,196,103,2025-06-28,C1
108,183,79,75,0.015634120346179788,2,196,196,103,2025-07-05,C1
108,184,80,76,0.03785940200384331,2,196,196,103,2025-07-12,C1
108,185,81,77,0.025023373618289935,2,196,196,103,2025-07-19,C1
108,186,82,78,0.02717222078339599,2,196,196,103,2025-07-26,C1
108,187,83,79,0.016380893978730382,2,196,196,103,2025-08-02,C1
108,188,84,80,0.0490048183097847,2,196,196,103,2025-08-09,C1
108,189,85,81,0.01642210884998322,2,196,196,103,2025-08-16,C1
108,190,86,82,0.035233989671003385,2,196,196,103,2025-08-23,C1
108,191,87,83,0.030453297804851523,2,196,196,103,2025-08-30,C1
108,192,88,84,0.016055355771360188,2,196,196,103,2025-09-06,C1
108,193,89,85,0.0027131573911762727,2,196,196,103,2025-09-13,C1
108,197,93,89,0.037185620609135495,2,196,196,103,2025-10-11,C1
108,198,94,90,0.03345496449686261,2,196,196,103,2025-10-18,C1
108,199,95,91,0.037568643760372986,2,196,196,103,2025-10-25,C1
108,200,96,92,0.016961246646934207,2,196,196,103,2025-11-01,C1
108,201,97,93,0.010718502234559833,2,196,196,103,2025-11-08,C1
108,202,98,94,0.029591157265143102,2,196,196,103,2025-11-15,C1
108,203,99,95,0.010426263679285638,2,196,196,103,2025-11-22,C1
108,204,100,96,0.026256682231550192,2,196,196,103,2025-11-29,C1
108,205,101,97,0.014366526589985622,2,196,196,103,2025-12-06,C1
108,206,102,98,-0.00902220773997482,2,196,196,103,2025-12-13,C1
108,207,103,99,0.0311534307796006,2,196,196,103,2025-12-20,C1
108,208,104,100,0.01729245561302291,2,196,196,103,2025-12-27,C1
108,209,105,101,0.02126034427498543,2,196,196,103,2026-01-03,C1
108,210,106,102,0.10514775561346167,2,196,196,103,2026-01-10,C1
108,211,107,103,0.028699174491943445,2,196,196,103,2026-01-17,C1
108,212,56,104,0.03463072782557113,3,196,196,103,2026-01-24,C1
108,213,57,105,0.04000997040671919,3,196,196,103,2026-01-31,C1
108,214,58,106,0.05540921774555259,3,196,196,103,2026-02-07,C1
108,216,60,108,0.05193045125025457,3,196,196,103,2026-02-21,C1
108,217,61,109,0.01896308840084105,3,196,196,103,2026-02-28,C1
108,218,62,110,0.025417912120365364,3,196,196,103,2026-03-07,C1
108,219,63,111,0.029441140748055154,3,196,196,103,2026-03-14,C1
108,220,64,112,0.024154867104563923,3,196,196,103,2026-03-21,C1
108,221,65,113,0.01830738795094098,3,196,196,103,2026-03-28,C1
108,222,66,114,0.0408180446430697,3,196,196,103,2026-04-04,C1
108,223,67,115,0.009578318422424445,3,196,196,103,2026-04-11,C1
108,224,68,116,0.02082186797545838,3,196,196,103,2026-04-18,C1
108,225,69,117,0.016908992048979256,3,196,196,103,2026-04-25,C1
108,226,70,118,-0.007256448118623131,3,196,196,103,2026-05-02,C1
108,227,71,119,0.023804113668654557,3,196,196,103,2026-05-09,C1
108,228,72,120,0.0321589517801352,3,196,196,103,2026-05-16,C1
108,229,73,121,0.022604232718832436,3,196,196,103,2026-05-23,C1
108,230,74,122,0.036328397564069484,3,196,196,103,2026-05-30,C1
108,231,75,123,0.026964310386934892,3,196,196,103,2026-06-06,C1
108,232,76,124,0.022953286630763868,3,196,196,103,2026-06-13,C1
108,233,77,125,0.02450314103554192,3,196,196,103,2026-06-20,C1
108,234,78,126,0.016034010306886143,3,196,196,103,2026-06-27,C1
108,235,79,127,0.029003282874821366,3,196,196,103,2026-07-04,C1
108,236,80,128,0.01354092144501096,3,196,196,103,2026-07-11,C1
108,237,81,129,0.03328831647474749,3,196,196,103,2026-07-18,C1
108,238,82,130,0.017675791655374522,3,196,196,103,2026-07-25,C1
108,239,83,131,0.03208018262886784,3,196,196,103,2026-08-01,C1
108,240,84,132,0.06399176248653274,3,196,196,103,2026-08-08,C1
108,241,85,133,-0.008527609410072029,3,196,196,103,2026-08-15,C1
108,242,86,134,0.03998608184573749,3,196,196,103,2026-08-22,C1
108,243,87,135,0.0314383279719042,3,196,196,103,2026-08-29,C1
108,244,88,136,0.01662321590421571,3,196,196,103,2026-09-05,C1
108,245,89,137,-0.006352681688350223,3,196,196,103,2026-09-12,C1
174,0,156,-174,0.07723814412404559,-3,5,5,112,2022-01-01,C5
174,1,157,-173,-0.013880654457255795,-3,5,5,112,2022-01-08,C5
174,2,158,-172,0.015356758281696248,-3,5,5,112,2022-01-15,C5
174,3,159,-171,0.00012926313107605725,-3,5,5,112,2022-01-22,C5
174,5,161,-169,-0.036577214331211166,-3,5,5,112,2022-02-05,C5
174,6,162,-168,-0.023592336608172337,-3,5,5,112,2022-02-12,C5
174,7,163,-167,-0.007909947026831982,-3,5,5,112,2022-02-19,C5
174,8,164,-166,-0.07188026039072049,-3,5,5,112,2022-02-26,C5
174,9,165,-165,-0.011111352814242054,-3,5,5,112,2022-03-05,C5
174,10,166,-164,-0.016159646926509563,-3,5,5,112,2022-03-12,C5
174,11,167,-163,-0.013966243057067784,-3,5,5,112,2022-03-19,C5
174,12,168,-162,-0.01690939037722014,-3,5,5,112,2022-03-26,C5
174,13,169,-161,-0.04378396547334637,-3,5,5,112,2022-04-02,C5
174,14,170,-160,-0.03432867546452781,-3,5,5,112,2022-04-09,C5
174,15,171,-159,-0.042595385641731834,-3,5,5,112,2022-04-16,C5
174,16,172,-158,-0.013632097346967575,-3,5,5,112,2022-04-23,C5
174,17,173,-157,0.004711099660427195,-3,5,5,112,2022-04-30,C5
174,18,122,-156,-0.00398095485534115,-2,5,5,112,2022-05-07,C5
174,19,123,-155,0.02410128915682007,-2,5,5,112,2022-05-14,C5
174,20,124,-154,0.005625478825738314,-2,5,5,112,2022-05-21,C5
174,21,125,-153,-0.01798663062767282,-2,5,5,112,2022-05-28,C5
174,22,126,-152,0.023014202310648955,-2,5,5,112,2022-06-04,C5
174,23,127,-151,-0.0024869887774192564,-2,5,5,112,2022-06-11,C5
174,24,128,-150,0.012319413749502968,-2,5,5,112,2022-06-18,C5
174,25,129,-149,0.028230923683341506,-2,5,5,112,2022-06-25,C5
174,26,130,-148,0.01155906017151866,-2,5,5,112,2022-07-02,C5
174,27,131,-147,0.0005774513454955763,-2,5,5,112,2022-07-09,C5
174,28,132,-146,-0.02475137209871526,-2,5,5,112,2022-07-16,C5
174,29,133,-145,-0.022623586945195513,-2,5,5,112,2022-07-23,C5
174,30,134,-144,0.027843126483802105,-2,5,5,112,2022-07-30,C5
174,31,135,-143,0.00931187188383309,-2,5,5,112,2022-08-06,C5
174,32,136,-142,0.007505759916023279,-2,5,5,112,2022-08-13,C5
174,33,137,-141,-0.01692787364797241,-2,5,5,112,2022-08-20,C5
174,34,138,-140,-0.032726973273685685,-2,5,5,112,2022-08-27,C5
174,38,142,-136,-0.030197624581360213,-2,5,5,112,2022-09-24,C5
174,39,143,-135,0.04432869534209444,-2,5,5,112,2022-10-01,C5
174,40,144,-134,0.023045074729965843,-2,5,5,112,2022-10-08,C5
174,41,145,-133,-0.007634350417750003,-2,5,5,112,2022-10-15,C5
174,42,146,-132,-0.021273698367845963,-2,5,5,112,2022-10-22,C5
174,43,147,-131,0.0027731719760350007,-2,5,5,112,2022-10-29,C5
174,44,148,-130,0.00678237535902354,-2,5,5,112,2022-11-05,C5
174,45,149,-129,0.02677117495992886,-2,5,5,112,2022-11-12,C5
174,46,150,-128,-0.01761309622014361,-2,5,5,112,2022-11-19,C5
