benchmark,D_annual,target,k_mean,Mbar,est,se,id_lo,id_hi,ci_lo,ci_hi
2022→2023 사전 추세(2022 전체),0.0029958932302939084,1년차,1.0,0.0,-0.002866594166503445,0.010010578267560542,-0.002866594166503445,-0.002866594166503445,-0.02114339207665385,0.015922068259484754
2022→2023 사전 추세(2022 전체),0.0029958932302939084,1년차,1.0,0.5,-0.002866594166503445,0.010010578267560542,-0.004364540781650399,-0.0013686475513564906,-0.023489061073051175,0.022700920360932794
2022→2023 사전 추세(2022 전체),0.0029958932302939084,1년차,1.0,1.0,-0.002866594166503445,0.010010578267560542,-0.005862487396797353,0.00012929906379046362,-0.027436943675789117,0.029200512969410477
2022→2023 사전 추세(2022 전체),0.0029958932302939084,1년차,1.0,1.5,-0.002866594166503445,0.010010578267560542,-0.007360434011944307,0.0016272456789374178,-0.031871881925203766,0.036506831646598056
2022→2023 사전 추세(2022 전체),0.0029958932302939084,1년차,1.0,2.0,-0.002866594166503445,0.010010578267560542,-0.008858380627091262,0.003125192294084372,-0.03858898929256576,0.04432844684438241
2022→2023 사전 추세(2022 전체),0.0029958932302939084,2년차,2.0,0.0,0.01993896276118753,0.012853392665999145,0.01993896276118753,0.01993896276118753,-0.004739689097241553,0.045537399770984144
2022→2023 사전 추세(2022 전체),0.0029958932302939084,2년차,2.0,0.5,0.01993896276118753,0.012853392665999145,0.016943069530893622,0.02293485599148144,-0.0112206772977723,0.05745947644291477
2022→2023 사전 추세(2022 전체),0.0029958932302939084,2년차,2.0,1.0,0.01993896276118753,0.012853392665999145,0.013947176300599714,0.025930749221775348,-0.019108548304966857,0.07221212178260454
2022→2023 사전 추세(2022 전체),0.0029958932302939084,2년차,2.0,1.5,0.01993896276118753,0.012853392665999145,0.010951283070305805,0.028926642452069256,-0.030765400305941274,0.08707370450896727
2022→2023 사전 추세(2022 전체),0.0029958932302939084,2년차,2.0,2.0,0.01993896276118753,0.012853392665999145,0.007955389840011897,0.03192253568236317,-0.04337931825961324,0.10375850688695816
2022→2023 사전 추세(2022 전체),0.0029958932302939084,3년차,3.0,0.0,0.01796976401537591,0.015969355452422035,0.01796976401537591,0.01796976401537591,-0.013061330695091234,0.05053200999633386
2022→2023 사전 추세(2022 전체),0.0029958932302939084,3년차,3.0,0.5,0.01796976401537591,0.015969355452422035,0.013475924169935049,0.022463603860816774,-0.022589334872738148,0.06925927197475
2022→2023 사전 추세(2022 전체),0.0029958932302939084,3년차,3.0,1.0,0.01796976401537591,0.015969355452422035,0.008982084324494186,0.026957443706257637,-0.03672121762458149,0.09191381555516713
2022→2023 사전 추세(2022 전체),0.0029958932302939084,3년차,3.0,1.5,0.01796976401537591,0.015969355452422035,0.004488244479053324,0.0314512835516985,-0.055591626881495756,0.11420540137713582
2022→2023 사전 추세(2022 전체),0.0029958932302939084,3년차,3.0,2.0,0.01796976401537591,0.015969355452422035,-5.595366387538964e-06,0.03594512339713936,-0.0751887124537947,0.13621502614435213
2022→2023 사전 추세(2022 전체),0.0029958932302939084,적용 후 전체,1.8620689655172413,0.0,0.010813255263764011,0.011747539029068976,0.010813255263764011,0.010813255263764011,-0.012757896149437965,0.03454292794873572
2022→2023 사전 추세(2022 전체),0.0029958932302939084,적용 후 전체,1.8620689655172413,0.5,0.010813255263764011,0.011747539029068976,0.00802397535969727,0.013602535167830753,-0.018053165494777826,0.04585677419913911
2022→2023 사전 추세(2022 전체),0.0029958932302939084,적용 후 전체,1.8620689655172413,1.0,0.010813255263764011,0.011747539029068976,0.0052346954556305265,0.016391815071897495,-0.02447596639159162,0.05924239977955254
2022→2023 사전 추세(2022 전체),0.0029958932302939084,적용 후 전체,1.8620689655172413,1.5,0.010813255263764011,0.011747539029068976,0.0024454155515637836,0.01918109497596424,-0.03571047085959767,0.07338862282022919
2022→2023 사전 추세(2022 전체),0.0029958932302939084,적용 후 전체,1.8620689655172413,2.0,0.010813255263764011,0.011747539029068976,-0.0003438643525029584,0.02197037488003098,-0.04769864803801017,0.08775771504358172
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,1년차,1.0,0.0,-0.002866594166503445,0.010010578267560542,-0.002866594166503445,-0.002866594166503445,-0.02114339207665385,0.015922068259484754
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,1년차,1.0,0.5,-0.002866594166503445,0.010010578267560542,-0.007488323302016934,0.0017551349690100443,-0.022880804774161812,0.02620893958699544
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,1년차,1.0,1.0,-0.002866594166503445,0.010010578267560542,-0.012110052437530423,0.006376864104523533,-0.027549327696641687,0.03638308070578861
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,1년차,1.0,1.5,-0.002866594166503445,0.010010578267560542,-0.016731781573043912,0.010998593240037022,-0.03616020071557285,0.04757665324138071
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,1년차,1.0,2.0,-0.002866594166503445,0.010010578267560542,-0.0213535107085574,0.015620322375550512,-0.045664180840522914,0.05812754607113493
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,2년차,2.0,0.0,0.01993896276118753,0.012853392665999145,0.01993896276118753,0.01993896276118753,-0.004739689097241553,0.045537399770984144
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,2년차,2.0,0.5,0.01993896276118753,0.012853392665999145,0.010695504490160553,0.02918242103221451,-0.011173822748391297,0.06457242336180816
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,2년차,2.0,1.0,0.01993896276118753,0.012853392665999145,0.0014520462191335744,0.038425879303241484,-0.024426162086163834,0.0849624258127365
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,2년차,2.0,1.5,0.01993896276118753,0.012853392665999145,-0.007791412051893404,0.047669337574268465,-0.043786762018122725,0.10751470775172452
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,2년차,2.0,2.0,0.01993896276118753,0.012853392665999145,-0.017034870322920382,0.05691279584529545,-0.06407499996458613,0.12978165043749565
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,3년차,3.0,0.0,0.01796976401537591,0.015969355452422035,0.01796976401537591,0.01796976401537591,-0.013061330695091234,0.05053200999633386
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,3년차,3.0,0.5,0.01796976401537591,0.015969355452422035,0.004104576608835444,0.03183495142191638,-0.022363259802557683,0.07884173226145447
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,3년차,3.0,1.0,0.01796976401537591,0.015969355452422035,-0.009760610797705023,0.045700138828456846,-0.04588631587308763,0.11079698958363686
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,3년차,3.0,1.5,0.01796976401537591,0.015969355452422035,-0.02362579820424549,0.059565326234997315,-0.07530031756034242,0.144051786108532
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,3년차,3.0,2.0,0.01796976401537591,0.015969355452422035,-0.037490985610785954,0.07343051364153778,-0.10496155117449299,0.17782224167081354
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,적용 후 전체,1.8620689655172413,0.0,0.010813255263764011,0.011747539029068976,0.010813255263764011,0.010813255263764011,-0.012757896149437965,0.03454292794873572
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,적용 후 전체,1.8620689655172413,0.5,0.010813255263764011,0.011747539029068976,0.002207276873497515,0.019419233654030508,-0.01648941478316243,0.051910942760619305
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,적용 후 전체,1.8620689655172413,1.0,0.010813255263764011,0.011747539029068976,-0.0063987015167689815,0.028025212044297004,-0.0287869174768684,0.07158989273402036
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,적용 후 전체,1.8620689655172413,1.5,0.010813255263764011,0.011747539029068976,-0.015004679907035478,0.036631190434563504,-0.04757754572149494,0.0926628369331747
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.009243458271026978,적용 후 전체,1.8620689655172413,2.0,0.010813255263764011,0.011747539029068976,-0.023610658297301974,0.04523716882483,-0.0662343713203714,0.11313279773955359
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,0.0,-0.002866594166503445,0.010010578267560542,-0.002866594166503445,-0.002866594166503445,-0.02114339207665385,0.015922068259484754
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,0.5,-0.002866594166503445,0.010010578267560542,-0.0033083252490272146,-0.002424863083979675,-0.02158512315917762,0.016363799342008524
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,1.0,-0.002866594166503445,0.010010578267560542,-0.0037500563315509845,-0.001983132001455905,-0.02202685424170139,0.016805530424532294
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,1.5,-0.002866594166503445,0.010010578267560542,-0.004191787414074754,-0.0015414009189321355,-0.02246858532422516,0.017247261507056064
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,2.0,-0.002866594166503445,0.010010578267560542,-0.004633518496598524,-0.0010996698364083657,-0.02291031640674893,0.017688992589579833
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,0.0,0.01993896276118753,0.012853392665999145,0.01993896276118753,0.01993896276118753,-0.004739689097241553,0.045537399770984144
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,0.5,0.01993896276118753,0.012853392665999145,0.01905550059613999,0.02082242492623507,-0.005623151262289093,0.046420861936031683
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,1.0,0.01993896276118753,0.012853392665999145,0.01817203843109245,0.02170588709128261,-0.006506613427336633,0.04730432410107922
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,1.5,0.01993896276118753,0.012853392665999145,0.017288576266044912,0.02258934925633015,-0.007390075592384172,0.04818778626612676
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,2.0,0.01993896276118753,0.012853392665999145,0.016405114100997372,0.02347281142137769,-0.008273537757431712,0.0490712484311743
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,0.0,0.01796976401537591,0.015969355452422035,0.01796976401537591,0.01796976401537591,-0.013061330695091234,0.05053200999633386
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,0.5,0.01796976401537591,0.015969355452422035,0.016644570767804602,0.01929495726294722,-0.014386523942662544,0.051857203243905164
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,1.0,0.01796976401537591,0.015969355452422035,0.015319377520233293,0.02062015051051853,-0.015711717190233853,0.05318239649147648
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,1.5,0.01796976401537591,0.015969355452422035,0.013994184272661983,0.02194534375808984,-0.017036910437805163,0.05450758973904778
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,2.0,0.01796976401537591,0.015969355452422035,0.012668991025090674,0.02327053700566115,-0.018362103685376472,0.055832782986619096
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.8620689655172413,0.0,0.010813255263764011,0.011747539029068976,0.010813255263764011,0.010813255263764011,-0.012757896149437965,0.03454292794873572
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.8620689655172413,0.5,0.010813255263764011,0.011747539029068976,0.009990721523892165,0.011635789003635858,-0.013580429889309811,0.03536546168860757
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.8620689655172413,1.0,0.010813255263764011,0.011747539029068976,0.009168187784020317,0.012458322743507706,-0.01440296362918166,0.03618799542847942
