param,est,se,lo,hi,n_cells
overall_post,0.014151423872651694,0.009972755592710159,-0.005395177089060215,0.0336980248343636,264
C1_post,0.01662866135239936,0.0102745289163213,-0.003509415323590389,0.036766738028389104,128
C4_post,-0.04500791316065665,0.017955561357075267,-0.08020081342052418,-0.009815012900789129,84
C6_post,-0.003946166199648122,0.013660320091840502,-0.030720393579655506,0.022828061180359262,52
C1_pre_kpass(2024-01-27~04-30),0.003662902277176622,0.009933590057437021,-0.01580693423539994,0.023132738789753183,12
C1_year1(적용 후 1년차),0.004049863695078931,0.00794064509352332,-0.011513800688226777,0.019613528078384637,47
C1_year2(적용 후 2년차),0.02423992757652832,0.011514451093510798,0.001671603433247154,0.046808251719809485,48
C1_year3(적용 후 3년차),0.023472985932274204,0.0143358697318304,-0.0046253187421133775,0.05157129060666178,33
C1_2024,0.0028596270947510694,0.008153499211507308,-0.013121231359803252,0.01884048554930539,44
C1_2025,0.02240771187981283,0.01128133303072043,0.00029629913960078566,0.04451912462002487,48
C1_2026,0.02575208029741819,0.014028257207175708,-0.001743303828646195,0.05324746442348258,36
pre_all(placebo),-0.012998414569599916,0.009314787227878879,-0.03125539753624251,0.005258568397042685,118
C1_pre(placebo),0.0026813041115220744,0.008313504628198451,-0.013613164959746887,0.018975773182791037,2
C4_pre(placebo),-0.017560197377241096,0.013421659607553467,-0.04386665020804589,0.008746255453563698,41
C6_pre(placebo),-0.03859397261570571,0.022064100947989138,-0.08183961047376442,0.004651665242352998,75
