param,est,se,lo,hi,n_cells
overall_post,-0.14857797221355779,0.005470262837434053,-0.15929968737492853,-0.13785625705218704,84
C4_post,-0.14857797221355779,0.005470262837434053,-0.15929968737492853,-0.13785625705218704,84
pre_all(placebo),-0.002762916864414793,0.005678260650266301,-0.013892307738936741,0.008366474010107157,41
C4_pre(placebo),-0.002762916864414793,0.005678260650266301,-0.013892307738936741,0.008366474010107157,41
