benchmark,D_annual,target,k_mean,Mbar,est,se,id_lo,id_hi,ci_lo,ci_hi
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.007116012891696872,적용 후 전체,1.890625,1.0,0.014467620313354659,0.01158084141785755,0.0010139084399902604,0.027921332186719057,-0.023163921692907877,0.07283000303881529
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.007116012891696872,적용 후 전체,1.890625,1.5,0.014467620313354659,0.01158084141785755,-0.0057129474966919405,0.03464818812340126,-0.03883869978958833,0.09190779004250126
2022→2023 사전 추세(거리두기 해제 뒤 2022-05~),0.007116012891696872,적용 후 전체,1.890625,2.0,0.014467620313354659,0.01158084141785755,-0.012439803433374138,0.04137504406008345,-0.05602079386353329,0.11098705854130463
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,0.0,0.0013426854552103212,0.00946713341133712,0.0013426854552103212,0.0013426854552103212,-0.015930920235576306,0.01938630924886845
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,0.5,0.0013426854552103212,0.00946713341133712,0.0009009543726865514,0.001784416537734091,-0.016372651318100076,0.01982804033139222
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,1.0,0.0013426854552103212,0.00946713341133712,0.00045922329016278164,0.0022261476202578606,-0.016814382400623846,0.02026977141391599
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,1.5,0.0013426854552103212,0.00946713341133712,1.7492207639011915e-05,0.0026678787027816305,-0.017256113483147616,0.02071150249643976
2019→2023 구조 추세(연환산),0.0008834621650475396,1년차,1.0,2.0,0.0013426854552103212,0.00946713341133712,-0.0004242388748847579,0.0031096097853054003,-0.017697844565671386,0.02115323357896353
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,0.0,0.022250099625589725,0.01266411473091278,0.022250099625589725,0.022250099625589725,-0.0018588676764909955,0.04724948485738207
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,0.5,0.022250099625589725,0.01266411473091278,0.021366637460542185,0.023133561790637264,-0.002742329841538535,0.04813294702242961
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,1.0,0.022250099625589725,0.01266411473091278,0.020483175295494645,0.024017023955684804,-0.0036257920065860746,0.04901640918747715
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,1.5,0.022250099625589725,0.01266411473091278,0.019599713130447106,0.024900486120732344,-0.004509254171633614,0.04989987135252469
2019→2023 구조 추세(연환산),0.0008834621650475396,2년차,2.0,2.0,0.022250099625589725,0.01266411473091278,0.018716250965399566,0.025783948285779883,-0.005392716336681154,0.05078333351757223
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,0.0,0.021840739445036495,0.01575625240058519,0.021840739445036495,0.021840739445036495,-0.008234680810178828,0.05394720367601554
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,0.5,0.021840739445036495,0.01575625240058519,0.020515546197465186,0.023165932692607805,-0.009559874057750137,0.05527239692358685
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,1.0,0.021840739445036495,0.01575625240058519,0.019190352949893876,0.024491125940179114,-0.010885067305321447,0.05659759017115816
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,1.5,0.021840739445036495,0.01575625240058519,0.017865159702322567,0.025816319187750424,-0.012210260552892756,0.057922783418729466
2019→2023 구조 추세(연환산),0.0008834621650475396,3년차,3.0,2.0,0.021840739445036495,0.01575625240058519,0.016539966454751257,0.027141512435321733,-0.013535453800464066,0.05924797666630078
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.890625,0.0,0.014467620313354659,0.01158084141785755,0.014467620313354659,0.014467620313354659,-0.007968894315517937,0.037855439102996644
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.890625,0.5,0.014467620313354659,0.01158084141785755,0.013632472485458156,0.015302768141251161,-0.00880404214341444,0.038690586930893146
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.890625,1.0,0.014467620313354659,0.01158084141785755,0.012797324657561653,0.016137915969147664,-0.009639189971310943,0.03952573475878965
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.890625,1.5,0.014467620313354659,0.01158084141785755,0.011962176829665152,0.016973063797044167,-0.010474337799207444,0.04036088258668615
2019→2023 구조 추세(연환산),0.0008834621650475396,적용 후 전체,1.890625,2.0,0.014467620313354659,0.01158084141785755,0.01112702900176865,0.017808211624940666,-0.011309485627103946,0.041196030414582654
