bin,e_start,est,se,n_cells,lo,hi,lo_unif,hi_unif,cohort,freq,n_units
-14,-56,-0.0033306547532210556,0.011084370298297452,4,-0.025056020537884062,0.018394711031441947,-0.029945897640047292,0.023284588133605177,C6,week,2
0,0,0.004772824201777583,0.01298356422055225,4,-0.020674961670504827,0.030220610074059993,-0.02640266939570559,0.035948317799260755,C6,week,2
1,4,-0.007243477274211358,0.010663742584113229,2,-0.02814441273907329,0.01365745819065057,-0.032848729653984325,0.018361775105561605,C6,week,2
2,8,0.019320406897762397,0.014651317045338301,3,-0.009396174511100672,0.048036988306625464,-0.015859612470001942,0.05450042626552674,C6,week,2
3,12,0.008472235602226395,0.01113200921956682,4,-0.01334650246812457,0.03029097367257736,-0.018257395511114192,0.03520186671556698,C6,week,2
4,16,-0.006394322451248569,0.0099569783504479,4,-0.025910000018126454,0.013121355115629315,-0.030302527435770436,0.017513882533273295,C6,week,2
5,20,0.006680358402260991,0.007235594048185171,4,-0.007501405932181944,0.020862122736703924,-0.010693392910657728,0.02405410971517971,C6,week,2
6,24,-0.009720312835182475,0.011649158415725357,2,-0.03255266333000417,0.013112037659639223,-0.03769169707423743,0.018251071403872485,C6,week,2
7,28,-0.00830970899040663,0.005582625126769942,4,-0.019251654238875718,0.0026322362580624547,-0.021714432912152845,0.0050950149313395855,C6,week,2
8,32,-0.004838328341527162,0.005403665178871346,4,-0.015429512092114999,0.005752855409060675,-0.017813342469017723,0.008136685785963398,C6,week,2
9,36,0.0047860380569635045,0.005846998201022028,4,-0.00667407841703967,0.01624615453096668,-0.00925348544244,0.01882556155636701,C6,week,2
10,40,0.022588451663537658,0.00535497289917048,4,0.012092704781163517,0.0330841985459118,0.009730355034838245,0.03544654829223707,C6,week,2
11,44,0.025719545146012414,0.006793464442655,4,0.012404354838408613,0.039034735453616215,0.009407413620412568,0.042031676671612256,C6,week,2
12,48,0.023311885453189015,0.007588882469767407,4,0.008437675812444896,0.038186095093933135,0.005089835419055708,0.04153393548732232,C6,week,2
13,52,0.026194778643437153,0.015929830912043336,4,-0.005027689944167784,0.05741724723104209,-0.012055145119505735,0.06444470240638003,C6,week,2
14,56,0.01009993556894577,0.01725908437315287,1,-0.023727869802433854,0.043927740940325394,-0.03134172599898716,0.0515415971368787,C6,week,2
