bin,e_start,est,se,n_cells,lo,hi,lo_unif,hi_unif
-44,-44,-0.16926844858152623,0.04242441204807231,1,-0.25242029619574796,-0.0861166009673045,-0.2894831653982875,-0.04905373176476498
-43,-43,-0.17607960124643723,0.051605481664481374,1,-0.27722634530882073,-0.07493285718405374,-0.32230999231134017,-0.029849210181534302
-42,-42,-0.1742623566970769,0.0432495824556279,1,-0.2590315383101076,-0.08949317508404622,-0.2968152939412058,-0.05170941945294798
-41,-41,-0.024388201958153752,0.035257396396212934,2,-0.0934926988947311,0.044716294978423596,-0.1242943107019666,0.0755179067856591
-40,-40,-0.06533205160522372,0.038243579547156646,2,-0.14028946751765076,0.009625364307203302,-0.1736998724747558,0.043035769264308354
-39,-39,-0.03580775709696914,0.03474088972133392,2,-0.10389990095078362,0.03228438675684535,-0.1342502815350245,0.06263476734108622
-38,-38,-0.05518246457952096,0.03387922175340488,2,-0.12158573921619452,0.0112208100571526,-0.15118334832642688,0.040818419167384976
-36,-36,-0.01867634489667478,0.020440082560223664,2,-0.058738906714713164,0.021386216921363603,-0.07659579782637446,0.039243108033024894
-35,-35,-0.02643014065259503,0.014471522243368439,3,-0.05479432424959717,0.0019340429444071085,-0.06743695405103897,0.01457667274584891
-34,-34,-0.01310084575460348,0.01570735095011125,3,-0.043887253616821525,0.017685562107614565,-0.0576095296762445,0.03140783816703753
-33,-33,-0.019419766513878292,0.01575398490106558,3,-0.05029757691996682,0.01145804389221024,-0.06406059339136438,0.025221060363607793
-32,-32,-0.027189948011424755,0.013553376840109724,3,-0.05375456661803982,-0.000625329404809697,-0.06559508505606823,0.01121518903321872
-31,-31,-0.033045751939710294,0.013665731201962066,3,-0.059830585095555944,-0.0062609187838646475,-0.07176925869512082,0.005677754815700237
-30,-30,-0.013747118357403759,0.01277894231938703,3,-0.03879384530340234,0.011299608588594821,-0.04995780126332375,0.022463564548516227
-29,-29,-0.022917223270743678,0.0143437020542692,3,-0.05103087929711131,0.005196432755623953,-0.06356184266120424,0.01772739611971688
-28,-28,-0.016991598257636697,0.012383383415505059,3,-0.041263029752026614,0.007279833236753217,-0.05208141703559571,0.018098220520322315
-27,-27,-0.02042164724707215,0.012199302387250673,3,-0.04433227992608346,0.0034889854319391685,-0.05498985010592628,0.014146555611781984
-26,-26,-0.036472987966030504,0.012386862078411998,3,-0.060751237639718014,-0.01219473829234299,-0.07157266395723233,-0.0013733119748286851
-24,-24,-0.007670313312166554,0.008180906533650048,4,-0.023704890118120648,0.008364263493787539,-0.03085190416445084,0.015511277540117732
-23,-23,-0.017928326423763328,0.008427217816888592,4,-0.034445673344864966,-0.0014109795026616863,-0.04180787017000269,0.005951217322476037
-22,-22,-0.02158917687932831,0.007424554339018546,4,-0.03614130338380466,-0.00703705037485196,-0.04262755205691256,-0.0005508017017440657
-21,-21,-0.026482463830773618,0.006600594369926139,4,-0.039419628795828845,-0.013545298865718387,-0.045186048505178884,-0.007778879156368351
-20,-20,-0.025918077342207222,0.006375158360870508,4,-0.038413387729513415,-0.013422766954901027,-0.04398286174383051,-0.007853292940583931
-19,-19,-0.032849771400028434,0.007113243678858556,4,-0.046791729010591206,-0.018907813789465662,-0.053006010065956,-0.01269353273410087
-18,-18,-0.020000443739183128,0.005921187433908486,4,-0.03160597110964376,-0.008394916368722496,-0.036778846461174824,-0.0032220410171914307
-17,-17,-0.0326179593796255,0.005416909528417662,4,-0.04323510205532412,-0.02200081670392688,-0.04796742949703951,-0.017268489262211487
-16,-16,-0.013172900947077435,0.005412274211726192,4,-0.02378095840206077,-0.002564843492094099,-0.028509236332469948,0.002163434438315079
-15,-15,-0.02709514748121608,0.00564815857991002,4,-0.03816553829783972,-0.016024756664592445,-0.0430998898321686,-0.011090405130263558
-14,-14,-0.0055205301752279745,0.005867023874872049,4,-0.01701989696997719,0.00597883661952124,-0.022145453883674945,0.011104393533218997
0,0,-0.012250653026693297,0.008484185657060897,4,-0.028879656914532655,0.00437835086114606,-0.036291622057182116,0.011790316003795522
1,1,0.015104127394252733,0.00708026774364028,4,0.0012268026167177853,0.02898145217178768,-0.004958669959876781,0.03516692474838225
2,2,0.01310348096987442,0.006261639829870718,4,0.0008306669033278109,0.025376295036421026,-0.00463963490651083,0.03084659684625967
3,3,0.014263157151093013,0.006378211105935105,4,0.001761863383460207,0.02676445091872582,-0.003810277573911036,0.03233659187609706
4,4,0.004433306316402205,0.0059302114678703105,4,-0.007189908160623604,0.016056520793428015,-0.012370667100264916,0.021237279733069325
5,5,0.017695805156170648,0.006678416929246908,4,0.0046061079748467085,0.030785502337494587,-0.00122829917847413,0.03661990949081542
6,6,0.002186959816640021,0.0063850385501429945,4,-0.010327715741640247,0.01470163537492029,-0.015905821299566896,0.02027974093284694
7,7,-0.005282257077662583,0.006393630214233095,4,-0.017813772297559448,0.007249258142234283,-0.023399383716075105,0.012834869560749938
8,8,0.015153745941802006,0.005763678093510097,4,0.003856936878522217,0.026450555005081797,-0.0011783349612678063,0.03148582684487182
9,9,-0.008298155315653507,0.00575057199155544,4,-0.019569276419102166,0.002972965787795155,-0.024593098489312584,0.007996787858005573
10,10,0.027163841829549385,0.00651168303170505,4,0.014400943087407487,0.03992674057169128,0.008712198215256775,0.045615485443841995
12,12,0.03872840480371691,0.010494999927624642,3,0.018158204945572617,0.05929860466186121,0.008989549663857566,0.06846725994357626
13,13,0.03070463907436565,0.009930761836639568,3,0.0112403458745521,0.05016893227417921,0.002564620996718052,0.05884465715201325
14,14,0.04054280316334472,0.009767033728387893,3,0.021399417055704452,0.05968618927098499,0.012866728537550179,0.06821887778913927
15,15,0.02628893908525792,0.009914603585697117,2,0.006856316057291572,0.04572156211322427,-0.001805292628654108,0.05438317079916995
16,16,0.019979895714155628,0.009046380385862939,2,0.0022489901578642696,0.037710801270446986,-0.0056541202639781435,0.0456139116922894
17,17,0.037842334205223725,0.009994041999658318,2,0.01825401188589342,0.05743065652455403,0.009523004110975928,0.06616166429947153
18,18,0.02289488463811682,0.010510001800672174,2,0.002295281108799358,0.043494488167434286,-0.006886480128466089,0.052676249404699726
19,19,0.042622977395346553,0.01050233457542342,2,0.022038401627516652,0.06320755316317646,0.012863338641395355,0.07238261614929775
20,20,0.022519419929737796,0.010367202426131223,2,0.0021997031745206,0.042839136684954995,-0.006857305490220837,0.05189614534969643
21,21,0.02007026725216154,0.010840783689484122,1,-0.0011776687792273387,0.04131820328355042,-0.010648408113955031,0.05078894261827811
22,22,0.03543518837731817,0.01086503989701279,1,0.0141397101791731,0.05673066657546324,0.004647780105350049,0.06622259664928629
24,24,0.02239699676923554,0.014071730467136749,1,-0.005183594946352489,0.04997758848482357,-0.017476958144077168,0.062270951682548245
25,25,0.03615294867753492,0.013118155786468223,1,0.010441363336057205,0.06186453401901264,-0.0010189367275355576,0.0733248340826054
26,26,0.033019527380028516,0.013122565777458144,1,0.007299298456210555,0.05873975630384648,-0.004164854269360377,0.07020390902941741
27,27,0.02682616986815926,0.012959257681975785,1,0.001426024811486723,0.0522263149248318,-0.009895458486498036,0.06354779822281656
28,28,0.038199298307668605,0.012461614842375174,1,0.013774533216613264,0.06262406339872395,0.0028878012936811095,0.07351079532165611
29,29,0.04084208153429816,0.012982139431928665,1,0.015397088247717974,0.06628707482087834,0.004055614966026008,0.0776285481025703
30,30,0.032402633449205666,0.012967925488008857,1,0.006985499492708307,0.05781976740570302,-0.004343556185087222,0.06914882308349855
