g,t,b,e,att,k,n_g,n_g_valid,n_c,t_label,cohort
44,27,39,-17,-0.04155227679238961,-1,2,2,101,2024-04-01,C6
44,28,40,-16,-0.017793947322659546,-1,2,2,101,2024-05-01,C6
44,29,41,-15,-0.006047872811279162,-1,2,2,101,2024-06-01,C6
44,30,42,-14,-0.0016555706725275053,-1,2,2,101,2024-07-01,C6
44,44,32,0,0.0002759729558307056,1,2,2,101,2025-09-01,C6
44,45,33,1,0.01733999633269563,1,2,2,101,2025-10-01,C6
44,46,34,2,0.012392411407350777,1,2,2,101,2025-11-01,C6
44,47,35,3,-0.0046750644731032645,1,2,2,101,2025-12-01,C6
44,48,36,4,0.008363624774097161,1,2,2,101,2026-01-01,C6
44,49,37,5,-0.005722601516521951,1,2,2,101,2026-02-01,C6
44,50,38,6,-0.008844622291032674,1,2,2,101,2026-03-01,C6
44,51,39,7,0.0020229044668283597,1,2,2,101,2026-04-01,C6
44,52,40,8,0.01434390507357208,1,2,2,101,2026-05-01,C6
44,53,41,9,0.020828580024424607,1,2,2,101,2026-06-01,C6
44,54,42,10,0.02586058930864185,1,2,2,101,2026-07-01,C6
