benchmark,target,est,breakdown_Mbar
2022→2023 사전 칸 평균(부트스트랩),1년차,1.9295612689190517e-06,0.0
2022→2023 사전 칸 평균(부트스트랩),2년차,0.022206540916328423,0.0
2022→2023 사전 칸 평균(부트스트랩),3년차,0.01978945659430932,0.0
2022→2023 사전 칸 평균(부트스트랩),적용 후 전체,0.013200667979784,0.0
2019→2023 구조 추세(연환산),1년차,1.9295612689190517e-06,0.0
2019→2023 구조 추세(연환산),2년차,0.022206540916328423,0.0
2019→2023 구조 추세(연환산),3년차,0.01978945659430932,0.0
2019→2023 구조 추세(연환산),적용 후 전체,0.013200667979784,0.0
