bin,e_start,est,se,n_cells,lo,hi,lo_unif,hi_unif
-34,-136,-0.08588635194216707,0.030258772401601415,2,-0.14519354584930583,-0.02657915803502829,-0.1650734191081426,-0.006699284776191541
-33,-132,-0.07700363754380384,0.03493173933385173,3,-0.1454698466381532,-0.008537428449454446,-0.168419837518515,0.014412562430907327
-32,-128,-0.08087916850829324,0.035480572847865474,4,-0.15042109129010955,-0.011337245726476916,-0.1737316632460677,0.011973326229481232
-31,-124,-0.06982537666840752,0.030559932333203307,4,-0.12972284404148599,-0.009927909295329038,-0.14980057797991095,0.010149824643095912
-30,-120,-0.07526230956156253,0.03040507158386775,4,-0.13485624986594333,-0.015668369257181743,-0.15483224100962767,0.004307621886502591
-29,-116,-0.049531695942380716,0.03056196095733398,4,-0.10943313941875532,0.010369747533993882,-0.12951220615383416,0.030448814269072727
-28,-112,-0.03850842553979207,0.033168582608344925,4,-0.10351884745214812,0.02650199637256398,-0.12531045253372958,0.048293601454145435
-27,-108,-0.034613417949635364,0.031384816886924356,4,-0.0961276590480071,0.026900823148736375,-0.11674733831598808,0.04752050241671735
-26,-104,-0.05058067281561311,0.013871730234570848,4,-0.07776926407537198,-0.02339208155585425,-0.0868829265625338,-0.014278419068692427
-25,-100,-0.03168119523131889,0.012859959550100672,3,-0.056886715949516206,-0.006475674513121574,-0.06533564978518755,0.0019732593225497766
-24,-96,-0.017717035286169115,0.015563747423828489,6,-0.04822198023687295,0.012787909664534722,-0.05844729017713617,0.023013219604797942
-23,-92,-0.024718817174374002,0.015759433361151116,8,-0.05560730656223019,0.006169672213482184,-0.06596118125657129,0.016523546907823285
-22,-88,-0.023753454293861824,0.014685100008455952,8,-0.05253625031043549,0.005029341722711841,-0.062184292970156756,0.014677384382433108
-21,-84,-0.028272033907342578,0.014399296141700836,8,-0.056494654345076216,-4.9413469608940164e-05,-0.06595492518865875,0.00941085737397359
-20,-80,-0.04051139438580016,0.016183472557032615,5,-0.07223100059758408,-0.008791788174016234,-0.08286346707876374,0.001840678307163425
-19,-76,-0.028570217069686887,0.013565321258846044,8,-0.05515824673702513,-0.0019821874023486404,-0.06407059994693232,0.006930165807558539
-18,-72,-0.015238153765299696,0.012976243238010953,8,-0.040671590511801164,0.010195282981201773,-0.04919692219160991,0.01872061466101052
-17,-68,-0.0025827595381565363,0.010825560579952738,8,-0.023800858274863904,0.01863533919855083,-0.030913201413871418,0.025747682337558343
-16,-64,0.01169548811569079,0.011418146041111608,5,-0.01068407812488796,0.03407505435626954,-0.018185747166034324,0.0415767233974159
-15,-60,-0.013104079188653766,0.011872625896495029,8,-0.03637442594578402,0.01016626756847649,-0.04417468614600988,0.017966527768702355
-14,-56,0.0032039138758332628,0.007942809172351541,10,-0.012363992101975758,0.018771819853642284,-0.017582380923893658,0.023990208675560183
0,0,-0.01096548424168758,0.012706293074342328,10,-0.035869818667398544,0.013938850184023382,-0.04421779434053563,0.022286825857160474
1,4,0.004348986803827667,0.01017592728118255,10,-0.015595830667290131,0.024293804274945464,-0.022281367739188727,0.03097934134684406
2,8,0.003977187042694301,0.008718058887752508,8,-0.013110208377300614,0.02106458246268922,-0.018837932669989454,0.02679230675537806
3,12,0.003571163855942452,0.008466655049502305,12,-0.013023480041082065,0.020165807752966967,-0.0185860331769617,0.025728360888846603
4,16,0.007945979388557994,0.008036089502740552,12,-0.007804756036813489,0.023696714813929477,-0.013084429603567163,0.02897638838068315
5,20,0.0009278599256971934,0.007878884019821765,12,-0.014514752753153465,0.016370472604547853,-0.019691143046067047,0.02154686289746143
6,24,0.000918918544375123,0.008593261350901013,10,-0.01592387370339086,0.017761710792141106,-0.021569606592638256,0.0234074436813885
7,28,0.002164670673243727,0.007610893685204692,12,-0.01275268094975747,0.017082022296244923,-0.017753002834605076,0.022082344181092527
8,32,-0.005577774907968803,0.007176313465199369,9,-0.019643349299759565,0.008487799483821959,-0.024358153993762836,0.013202604177825232
9,36,-0.004562813035297193,0.006900872045127649,12,-0.018088522243747386,0.008962896173152999,-0.022622363201066815,0.013496737130472428
10,40,-0.01619278606065105,0.00689166314695203,10,-0.02970044582867703,-0.002685126292625073,-0.034228236582566025,0.0018426644612639237
11,44,0.016784523158099123,0.007638610755153405,11,0.0018128460779984496,0.0317562002381998,-0.003205685793373842,0.03677473210957209
12,48,0.012892772090350283,0.007872378121427466,12,-0.0025370890276475502,0.028322633208348116,-0.007709204975462233,0.033494749156162795
13,52,0.023263096094806028,0.01304123523968775,11,-0.002297724974981964,0.04882391716459402,-0.0108657560987412,0.057391948288353256
14,56,0.02175397410581347,0.0122097679213983,9,-0.0021771710201271936,0.04568511923175414,-0.0101989319685113,0.05370688018013824
15,60,0.0259234745879839,0.011931031515730451,5,0.0025386528171522163,0.04930829635881558,-0.0052999796042792445,0.05714692878024705
16,64,0.014488367788802432,0.011425704950035179,8,-0.007906013913266518,0.03688274949087138,-0.01541264912255022,0.044389384700155084
17,68,0.015965547938381834,0.01096253544038478,8,-0.005521021524772334,0.037452117401536006,-0.012723356512388078,0.04465445238915175
18,72,0.01235546282343899,0.010787050778155834,8,-0.008787156701746445,0.033498082348624426,-0.015874199079414918,0.040585124726292894
19,76,0.017826451683592575,0.012000985779576437,8,-0.005695480444377239,0.04134838381156239,-0.013580072493010891,0.04923297586019604
20,80,0.024777842189312754,0.011533385315280479,8,0.002172406971363016,0.04738327740726249,-0.005404973738932103,0.05496065811755761
21,84,-0.0015717338509865422,0.011327315275401999,6,-0.02377327179077446,0.020629804088801378,-0.031215265439728954,0.028071797737755873
22,88,0.028537343817180774,0.011271031829954216,7,0.0064461214304705125,0.050628566203891036,-0.0009588942556234201,0.05803358188998497
23,92,0.0141748008239774,0.011816988125678071,5,-0.00898649590235162,0.03733609755030642,-0.016750202344957534,0.04509980399291233
24,96,0.014152059858559943,0.012369614916576439,4,-0.010092385377929877,0.038396505095049764,-0.018219165061468586,0.04652328477858847
25,100,0.04224791889436376,0.011936336715229182,4,0.018852698932514563,0.06564313885621295,0.011010581019594953,0.07348525676913256
26,104,0.040527266780564106,0.01616408462523648,3,0.008845660915100605,0.0722088726460276,-0.0017740677847261702,0.08282860134585437
27,108,0.028756107434439095,0.015206127070676805,4,-0.0010479016240874418,0.058560116492965636,-0.011038256649422932,0.06855047151830113
28,112,0.020796745644205823,0.015064004937510785,4,-0.008728704033315316,0.050322195321726965,-0.018625685475707084,0.060219176764118726
29,116,0.011478581279220947,0.014506547054311003,4,-0.01695425094722862,0.03991141350567051,-0.026484985143431228,0.04944214770187312
30,120,0.02749861178077545,0.014075870577513092,4,-9.00945511502077e-05,0.05508731811270111,-0.009337876297707118,0.06433509985925802
31,124,0.02132054011023852,0.014020672472640421,4,-0.006159977936136707,0.048801058156613744,-0.015371494783561798,0.058012575004038835
32,128,0.021415082640837458,0.014577321875126526,4,-0.007156468234410532,0.04998663351608545,-0.01673370115994213,0.05956386644161704
33,132,0.030421308012888896,0.013838209224166915,4,0.003298417933521744,0.05754419809225605,-0.00579322140512983,0.06663583743090762
34,136,0.0031394139064657833,0.013976396142612943,2,-0.02425432253305558,0.03053315034598715,-0.0334367500368143,0.03971557784974587
